id,abstract,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W3167646571,"The purpose of this study was to discuss the impact of the extent of internationalization on firm performance measured for firms with a high Tobin’s Q (firms with good operating performance), a median Tobin’s Q (firms with average operating performance), and a low Tobin’s Q (firms with poor operating performance). In addition to discussion on the impact of internationalization on firm performance, this study also discussed the impact of corporate proprietary assets (using assets, R&amp;D, marketing, and management-related variables as moderating variables) and control variables (scale of company, debt-asset ratio, firm age, board structure, and proportion of pledged shares by directors) on firm performance. The research results showed that there is an S-shaped relationship between extent of internationalization and firm performance. However, further discussion found that there is an S-shaped relationship between extent of internationalization and performance for firms with a high Tobin’s Q but a slight decline in the middle of the S-shaped curve, as well as a general linear negative correlation between extent of internationalization and performance for firms with a median Tobin’s Q and an inverted U-shaped correlation between extent of internationalization and performance for firms with a low Tobin’s Q.",2400,2400,Shih-Yung Wei|Li-Wei Lin,https://openalex.org/A5112678376|https://openalex.org/A5101977505,https://orcid.org/0000-0002-7628-2521|https://orcid.org/0000-0002-1937-8244,CN|CN,Yulin Normal University|Zhejiang Yuexiu University,https://openalex.org/I27462735|https://openalex.org/I4394709108,False|True,cc-by,0.85887397,8,https://openalex.org/I4394709108,The Relationship between Extent of Internationalization and Firm Performance (Taiwan 1992–2017),https://doi.org/10.1155/2021/5528972,,1.7942,,False,en,True,hybrid,Mathematical Problems in Engineering,https://openalex.org/P4310319869,Hindawi Publishing Corporation,https://openalex.org/S178238111,1024-123X,journal,Corporate Finance and Governance,2021-06-11,2021,article
https://openalex.org/W4211032097,"The effects of social networks on the relationship between internationalization and firm performance have been well documented in the international literature, and two dimensions of social networks have also been identified: business ties and political ties. However, few efforts have been made to examine whether there are different mechanisms of business ties and political ties. Based on social network theory and boundary spanning theory, we build a model of a dual mechanism of social networks, and the business ties and political ties of social networks that correspond with information processing and the external representation of boundary spanning theory. Using the data of Chinese listed companies in 2005-2013 and 2013-2017 to test the model, the results indicate that (1) in the relationship between internationalization and firm performance, the role of social networks has a dual mechanism. (2) Business ties play a mediating role in the relationship between internationalization and firm performance. Business ties are conducive to a company's information acquisition and knowledge sharing and play the role of information processing. (3) Political ties play a U-shaped moderating role in the relationship between internationalization and firm performance and assume the role of external representation.",1805,1805,Xin Cao|Peng Li|Xiaozhi Huang|Limin Fan,https://openalex.org/A5046430348|https://openalex.org/A5029661938|https://openalex.org/A5046977031|https://openalex.org/A5100779119,https://orcid.org/0000-0001-9897-2171|https://orcid.org/0000-0002-3792-6216|https://orcid.org/0000-0002-2998-8273|https://orcid.org/0009-0002-7390-0395,CN|CN|CN|CN,Guangxi University|Guangxi University of Finance and Economics|Guangxi University|Guangxi University|Guangxi University,https://openalex.org/I150807315|https://openalex.org/I163732180|https://openalex.org/I150807315|https://openalex.org/I150807315|https://openalex.org/I150807315,False|True|True|False,cc-by,0.83762728,10,https://openalex.org/I150807315,The dual mechanism of social networks on the relationship between internationalization and firm performance: Empirical evidence from china,https://doi.org/10.1371/journal.pone.0263674,National Natural Science Foundation of China,1.2604,https://pubmed.ncbi.nlm.nih.gov/35148330,False,en,True,gold,PLoS ONE,https://openalex.org/P4310315706,Public Library of Science,https://openalex.org/S202381698,1932-6203,journal,International Business and FDI,2022-02-11,2022,article
https://openalex.org/W2387868036,,2390,,Alexander T. Mohr|Georgios Batsakis,https://openalex.org/A5031530697|https://openalex.org/A5055787970,https://orcid.org/0000-0003-4366-1522|https://orcid.org/0000-0003-2566-5001,GB|GB,University of Kent|Brunel University of London,https://openalex.org/I20581793|https://openalex.org/I59433898,True|False,,0.98151622,92,https://openalex.org/I20581793,Internationalization Speed and Firm Performance: A Study of the Market-Seeking Expansion of Retail MNEs,https://doi.org/10.1007/s11575-016-0284-9,,12.7523,,False,en,True,green,Management International Review,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S128478731,0938-8249,journal,International Business and FDI,2016-05-12,2016,article
https://openalex.org/W3085454350,"This study aims at investigating the relationship between the degree of internationalization and firm performance in Cameroon. Based on a panel dataset of 114 firms surveyed by the World Bank from 2009 to 2019, the regression results find evidence that there exists a relationship between internationalization and performance with respect to the W-shape while the model controls the characteristics of the business environment and firm characteristics. This result has confirmed the impact of internationalization on the firm performance going through 4 stages (Wshaped). We draw a number of implications for the study of internationalization in both theory and practice.",,,Anh Tu Phan|Thi Bach Yen Tran|Thanh Thuy Lu,https://openalex.org/A5106945305||https://openalex.org/A5107677485,||,VN|AU|VN,Can Tho University|Monash University|Can Tho University,https://openalex.org/I177733328|https://openalex.org/I56590836|https://openalex.org/I177733328,True|False|False,cc-by,0.85372908,9,https://openalex.org/I177733328,The existence of W-shaped relationship between internationalization and firm performance: An empirical study of enterprises in Cameroon,https://doi.org/10.5267/j.dsl.2020.7.001,,1.1215,,False,en,True,diamond,Decision Science Letters,https://openalex.org/P4310312984,Growing Science,https://openalex.org/S2738905010,1929-5804,journal,International Business and FDI,2020-01-01,2020,article
https://openalex.org/W1985222397,"Purpose – The purpose of the current study is to investigate the existence of a negative synergy effect of internationalization and firm size on firm performance for publicly traded US hotels. Design/methodology/approach – The study performs the two-way fixed-effects model to investigate the proposed negative synergy effect. Findings – The findings do not support the proposed negative synergy effect, but support the positive synergy effect of internationalization and firm size on performance. Originality/value – This study examines the hypothesis developed based on the agency cost theory using the hotel industry's unique monitoring cost argument. However, findings support the opposite, implicitly suggesting that the hotel's monitoring cost in the international franchising context may not be severe as some expect.",,,Seoki Lee|Arun Upneja|Özgür Özdemir|Kyung‐A Sun,https://openalex.org/A5053963238|https://openalex.org/A5052597290|https://openalex.org/A5057113231|https://openalex.org/A5020764607,https://orcid.org/0000-0003-4720-9170||https://orcid.org/0000-0001-8734-9915|,US|US|TR|US,Pennsylvania State University|Boston University|Özyeğin University|Pennsylvania State University,https://openalex.org/I130769515|https://openalex.org/I111088046|https://openalex.org/I44925452|https://openalex.org/I130769515,True|False|False|False,other-oa,0.95753061,57,https://openalex.org/I130769515,A synergy effect of internationalization and firm size on performance,https://doi.org/10.1108/ijchm-09-2012-0173,,5.9493,,False,en,True,gold,International Journal of Contemporary Hospitality Management,https://openalex.org/P4310319811,Emerald Publishing Limited,https://openalex.org/S125977778,0959-6119,journal,Corporate Finance and Governance,2013-12-12,2013,article
https://openalex.org/W960943946,Wczesne umiędzynarodowienie a wyniki ekonomiczne przedsiębiorstwa,,,Marzanna Witek-Hajduk,https://openalex.org/A5083821955,https://orcid.org/0000-0003-3670-3587,PL,SGH Warsaw School of Economics|Państwowa Wyższa Szkoła Zawodowa w Ciechanowie,https://openalex.org/I18193975|https://openalex.org/I4210086732,True,cc-by,0.8019162,3,https://openalex.org/I18193975|https://openalex.org/I4210086732,Early Internationalization and Firm Performance,https://doi.org/10.33119/gn/100950,,0.73136805,,False,en,True,diamond,Gospodarka Narodowa,https://openalex.org/P4310317483,SGH Warsaw School of Economics,https://openalex.org/S4210232703,0867-0005,journal,International Business and FDI,2013-12-31,2013,article
https://openalex.org/W2280562305,"ABSTRACT This study investigates the differential effects of internationalization on two dimensions of family firms’ performance: growth and profitability. Drawing on the contingency theory, we argue that the successful implementation of internationalization strategy requires an appropriate organization structure, which is usually absent in Chinese family firms. To the extent that such a structure is established, these firms can realize greater benefits from internationalization. From a sample of 225 family firms in China, our predictions receive empirical support. We find that internationalization has a positive impact on growth but a negative impact on profitability. The negative internationalization–firm profitability relationship highlights the challenges internationalizing Chinese family firms face. The positive moderating effect of corporate governance, a critical component of organization structure, underscores the need for appropriate corporate governance to support the implementation of strategy. The findings have important practical implications for the internationalization of Chinese family firms.",,,Jane Lu|Xueji Liang|Mengmeng Shan|Xiaoya Liang,https://openalex.org/A5038929713|https://openalex.org/A5009470248|https://openalex.org/A5102203041|https://openalex.org/A5100514290,https://orcid.org/0000-0002-6352-0471|https://orcid.org/0000-0003-3318-649X||https://orcid.org/0000-0002-4208-1131,AU|CN|CN|CN,The University of Melbourne|Sun Yat-sen University|Fudan University|Shanghai University|Sun Yat-sen University|Fudan University,https://openalex.org/I165779595|https://openalex.org/I157773358|https://openalex.org/I24943067|https://openalex.org/I113940042|https://openalex.org/I157773358|https://openalex.org/I24943067,True|False|False|False,,0.93824558,66,https://openalex.org/I165779595,Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,https://doi.org/10.1017/mor.2015.32,,4.2679,,False,en,True,bronze,Management and Organization Review,https://openalex.org/P4310311721,Cambridge University Press,https://openalex.org/S70175541,1740-8776,journal,Family Business Performance and Succession,2015-10-08,2015,article
https://openalex.org/W2754530707,,4130,,Pavlos C. Symeou|Stelios C. Zyglidopoulos|Peter J. Williamson,https://openalex.org/A5042889532|https://openalex.org/A5021609011|https://openalex.org/A5065171087,https://orcid.org/0000-0001-8414-4586|https://orcid.org/0000-0003-2087-615X|https://orcid.org/0000-0003-4894-6180,CY|GB|CY|GB|CY|GB,University of Cambridge|Cyprus University of Technology|Adam Smith Institute|University of Glasgow|Adam Smith Institute|University of Glasgow|University of Cambridge|Cyprus University of Technology|University of Cambridge|Adam Smith Institute|University of Glasgow|Cyprus University of Technology,https://openalex.org/I241749|https://openalex.org/I163151358|https://openalex.org/I65644108|https://openalex.org/I7882870|https://openalex.org/I65644108|https://openalex.org/I7882870|https://openalex.org/I241749|https://openalex.org/I163151358|https://openalex.org/I241749|https://openalex.org/I65644108|https://openalex.org/I7882870|https://openalex.org/I163151358,False|True|False,cc-by-sa,0.96302888,56,https://openalex.org/I163151358|https://openalex.org/I241749|https://openalex.org/I65644108|https://openalex.org/I7882870,Internationalization as a driver of the corporate social performance of extractive industry firms,https://doi.org/10.1016/j.jwb.2017.07.004,,6.8464,,False,en,True,green,Journal of World Business,https://openalex.org/P4310320990,Elsevier BV,https://openalex.org/S143995394,1090-9516,journal,Corporate Social Responsibility Reporting,2017-10-16,2017,article
https://openalex.org/W2097477646,"Competition is increasingly global. However, location still matters: often\nfirms cluster in the same geographic areas in order to exploit locational\nexternalities and improve their competitiveness. This paper analyzes how\nItalian firms’ performance, proxied by their propensity to export, depends\nboth on geographical and institutional context and on individual characteristics.\nUsing a multilevel approach, we estimate and distinguish the effect\nof individual (firm level) and context (province level) variables on the performance of internationalized Italian firms. We show that both firms and province heterogeneity shape the results.",,,Giorgia Giovannetti|Giorgio Ricchiuti|Margherita Velucchi,https://openalex.org/A5016472833|https://openalex.org/A5070160359|https://openalex.org/A5006760490,https://orcid.org/0000-0001-6322-2696|https://orcid.org/0000-0003-1309-3165|https://orcid.org/0000-0002-1841-0484,IT|IT|IT,"University of Florence|University of Florence|Istituto Nazionale di Fisica Nucleare, Sezione di Roma I|European University of Rome",https://openalex.org/I45084792|https://openalex.org/I45084792|https://openalex.org/I4210157426|https://openalex.org/I4210099865,False|True|False,other-oa,0.96575016,46,https://openalex.org/I45084792,"Location, internationalization and performance of firms in Italy: a multilevel approach",https://doi.org/10.1080/00036846.2012.665597,"Ministero dell’Istruzione, dell’Università e della Ricerca",6.5273,,False,en,True,green,Applied Economics,https://openalex.org/P4310320547,Taylor & Francis,https://openalex.org/S201533460,0003-6846,journal,Global trade and economics,2012-04-20,2012,article
https://openalex.org/W3193995151,"International-entrepreneurship researchers use a capability-based perspective to analyze the international performance of early-internationalizing firms. More than 300 papers seem to address the role of capabilities in international performance. The purpose of this study is to structure this literature and provide an orientation for researchers. First, we develop a capability-categorization model. Second, we use this model in conjunction with our systematic literature review to identify which capabilities dominate the literature and which may have been overlooked. Third, we find that, in a significant share of the papers, “capability” is defined rather loosely, which impedes theory development at the interface of the capability-based perspective and international entrepreneurship. We conclude with a research agenda for future capabilities-based international-entrepreneurship research.",,,Shuijing Jie|Rainer Harms|Arend J. Groen|Paul Jones,https://openalex.org/A5062827122|https://openalex.org/A5063341644|https://openalex.org/A5001096115|https://openalex.org/A5080152304,https://orcid.org/0000-0002-8876-9134|https://orcid.org/0000-0002-3835-5582|https://orcid.org/0000-0002-0888-5427|https://orcid.org/0000-0003-0417-9143,CN|NL|NL|RU|NL|GB,Xi’an Jiaotong-Liverpool University|University of Twente|National Research University Higher School of Economics|University of Twente|University of Groningen|Swansea University,https://openalex.org/I69356397|https://openalex.org/I94624287|https://openalex.org/I118501908|https://openalex.org/I94624287|https://openalex.org/I169381384|https://openalex.org/I39586589,False|True|False|False,,0.96688794,53,https://openalex.org/I118501908|https://openalex.org/I94624287,Capabilities and Performance of Early Internationalizing Firms: A Systematic Literature Review,https://doi.org/10.1080/00472778.2021.1955124,Government of Jiangsu Province|China Scholarship Council|Xi’an Jiaotong-Liverpool University|National Research University Higher School of Economics,6.9276,,False,en,True,bronze,Journal of Small Business Management,https://openalex.org/P4310320595,Wiley,https://openalex.org/S78792899,0047-2778,journal,International Business and FDI,2021-08-23,2021,article
